Номер заказа,Дата заказа,Товар,Артикул,Код,Тип,Количество,Цена,Скидка %,НДС %,Сумма,Себестоимость товара ед.,Себестоимость товара общая,Доставка на позицию,Комиссия на позицию,ПОЛНАЯ себестоимость,Прибыль,Маржа %,Источник себестоимости
666972341,2025-10-09 16:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664578381,2025-10-07 14:13:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
670662881,2025-10-12 18:31:00.000,Туалетный столик Гламур белый с подсветкой 120x45x150 см,tsi00003,884847947,product,1.0,79000.0,0.0,0,79000.0,48400.0,48400.0,0.0,9480.0,57880.0,21120.0,26.73,товар
666698878,2025-10-09 12:09:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,115000.0,0.0,0,115000.0,50661.0,50661.0,0.0,13800.0,64461.0,50539.0,43.95,товар
664578337,2025-10-07 14:13:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666561493,2025-10-09 09:54:00.000,Тумба прикроватная Вивьен серая 50x40x40см,tsi00018,526450247,product,2.0,33000.0,0.0,0,66000.0,22467.0,44934.0,0.0,7920.0,52854.0,13146.0,19.92,товар
667151630,2025-10-09 19:36:00.000,Туалетный столик Гламур белый без подсветки 120x45x150 см,tsi00002,708534133,product,1.0,77000.0,0.0,0,77000.0,47000.0,47000.0,0.0,16519.0,63519.0,13481.0,17.51,товар
672402595,2025-10-14 08:12:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,120000.0,0.0,0,120000.0,50661.0,50661.0,0.0,14400.0,65061.0,54939.0,45.78,товар
664579393,2025-10-07 14:13:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
661564481,2025-10-04 19:53:00.000,Туалетный столик Гламур белый с подсветкой 120x45x150 см,tsi00003,884847947,product,1.0,79000.0,0.0,0,79000.0,48400.0,48400.0,0.0,9480.0,57880.0,21120.0,26.73,товар
666972453,2025-10-09 16:36:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
673749101,2025-10-15 10:34:00.000,Туалетный столик Lux белый с белой столещницей 80x40x75 см 2ЯЩ,tsi00043,929902224,product,1.0,120000.0,0.0,0,120000.0,0.0,0.0,0.0,14400.0,14400.0,105600.0,88.0,не найдена
673499563,2025-10-15 06:03:00.000,Комплект Туалетный столик Блик светло серый с темными ящиками 120x45x150 см,tsi00022,138785115,bundle,1.0,79000.0,0.0,0,79000.0,48500.0,48500.0,0.0,9480.0,57980.0,21020.0,26.61,основной товар (арт. tsi00022)
669205306,2025-10-11 15:17:00.000,Тумба прикроватная Киото 3Я темно-серый 40х40x60 см,tsi00067,546673412,product,2.0,63000.0,0.0,0,126000.0,0.0,0.0,0.0,15120.0,15120.0,110880.0,88.0,не найдена
669674110,2025-10-11 22:06:00.000,"Туалетный столик Аурелия 1Я 93x40x97 см, МДФ",tsi00118,495338084,product,1.0,140000.0,0.0,0,140000.0,0.0,0.0,0.0,16800.0,16800.0,123200.0,88.0,не найдена
668019542,2025-10-10 15:14:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660958554,2025-10-04 09:58:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
668879662,2025-10-11 10:45:00.000,Комплект Туалетный столик Блик светло-серый с темными ящиками 130x80x36см,tsi00028,272475648,bundle,1.0,55000.0,0.0,0,55000.0,24300.0,24300.0,0.0,10631.0,34931.0,20069.0,36.49,основной товар (арт. tsi00028)
660958678,2025-10-04 09:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666973118,2025-10-09 16:32:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660962362,2025-10-04 09:58:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664228029,2025-10-07 08:52:00.000,"Туалетный столик Аурелия 1Я 93x40x97 см, МДФ",tsi00118,495338084,product,2.0,10.0,0.0,0,20.0,0.0,0.0,0.0,2.4,2.4,17.6,88.0,не найдена
666790837,2025-10-09 13:34:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667249630,2025-10-09 21:04:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
672812122,2025-10-14 14:12:00.000,Комплект Тумба прикроватная Киото 3Я бежевый 40х40x60см,tsi00016,783315461,bundle,2.0,65000.0,0.0,0,130000.0,34218.0,68436.0,0.0,15600.0,84036.0,45964.0,35.36,основной товар (арт. tsi00016)
666790894,2025-10-09 13:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660958799,2025-10-04 10:00:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667254097,2025-10-09 21:04:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667102478,2025-10-09 18:50:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666793629,2025-10-09 13:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660958826,2025-10-04 10:00:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666642872,2025-10-09 11:18:00.000,Тумба прикроватная Киото 3Я бежевый 40х40x60см,tsi00016,470832542,product,2.0,63000.0,0.0,0,126000.0,34218.0,68436.0,0.0,15120.0,83556.0,42444.0,33.69,товар
666795487,2025-10-09 13:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666926935,2025-10-09 15:48:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666796312,2025-10-09 13:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660959579,2025-10-04 09:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666794733,2025-10-09 13:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
671535512,2025-10-13 13:15:00.000,Комплект Туалетный столик Блик светло серый с темными ящиками 120x45x150 см,tsi00022,138785115,bundle,1.0,79000.0,0.0,0,79000.0,48500.0,48500.0,0.0,9480.0,57980.0,21020.0,26.61,основной товар (арт. tsi00022)
660960640,2025-10-04 10:00:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666795611,2025-10-09 13:36:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
670707536,2025-10-12 19:04:00.000,"Туалетный столик Аурелия 1Я 93x40x97 см, МДФ",tsi00118,495338084,product,2.0,140000.0,0.0,0,280000.0,0.0,0.0,0.0,33600.0,33600.0,246400.0,88.0,не найдена
664611632,2025-10-07 14:45:00.000,"Туалетный столик TURAN Lux Gr-Wh 2 80x40x75 см, МДФ, металл",,081322942,product,1.0,110000.0,0.0,0,110000.0,0.0,0.0,0.0,13200.0,13200.0,96800.0,88.0,не найдена
666929604,2025-10-09 15:48:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666797048,2025-10-09 13:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
661459678,2025-10-04 18:11:00.000,Туалетный столик Гламур белый с подсветкой 120x45x150 см,tsi00003,884847947,product,1.0,79000.0,0.0,0,79000.0,48400.0,48400.0,0.0,9480.0,57880.0,21120.0,26.73,товар
664868973,2025-10-07 18:58:00.000,Туалетный столик Грандис белый круглый  130x80x36 см,tsi00023,243217218,product,1.0,55000.0,0.0,0,55000.0,24300.0,24300.0,0.0,10631.0,34931.0,20069.0,36.49,товар
661960930,2025-10-05 09:13:00.000,Туалетный столик Грандис белый круглый 120x45x150 см,tsi00004,695409733,product,1.0,69000.0,0.0,0,69000.0,35580.0,35580.0,0.0,8280.0,43860.0,25140.0,36.43,товар
667248898,2025-10-09 21:05:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667250642,2025-10-09 21:05:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
673789136,2025-10-15 11:11:00.000,Раскладушка черный 66х178 см с матрасом,tsi00020,877109128,product,1.0,41500.0,0.0,0,41500.0,16150.0,16150.0,0.0,4980.0,21130.0,20370.0,49.08,товар
666929776,2025-10-09 15:50:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
663398919,2025-10-06 13:52:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667250702,2025-10-09 21:06:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666590920,2025-10-09 10:29:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667251456,2025-10-09 21:05:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
663401590,2025-10-06 13:52:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667252618,2025-10-09 21:06:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
663402443,2025-10-06 13:53:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664557684,2025-10-07 13:58:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667252635,2025-10-09 21:07:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
671179423,2025-10-13 07:52:00.000,Туалетный столик Гламур слоновая кость с подстветкой 120x45x150 см,tsi00001,484766186,product,1.0,79000.0,0.0,0,79000.0,35820.0,35820.0,0.0,9480.0,45300.0,33700.0,42.66,товар
663403085,2025-10-06 13:52:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666594621,2025-10-09 10:29:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
669248203,2025-10-11 15:53:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,120000.0,0.0,0,120000.0,50661.0,50661.0,0.0,14400.0,65061.0,54939.0,45.78,товар
664557884,2025-10-07 14:00:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666595515,2025-10-09 10:30:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,115000.0,0.0,0,115000.0,50661.0,50661.0,0.0,13800.0,64461.0,50539.0,43.95,товар
663403289,2025-10-06 13:53:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
670320113,2025-10-12 13:44:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,115000.0,0.0,0,115000.0,50661.0,50661.0,0.0,13800.0,64461.0,50539.0,43.95,товар
664558745,2025-10-07 13:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666595504,2025-10-09 10:30:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666934016,2025-10-09 15:49:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665714558,2025-10-08 14:04:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664559542,2025-10-07 13:58:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666599072,2025-10-09 10:29:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
669087761,2025-10-11 13:38:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,115000.0,0.0,0,115000.0,50661.0,50661.0,0.0,13800.0,64461.0,50539.0,43.95,товар
663407083,2025-10-06 13:53:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
669088742,2025-10-11 13:37:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,115000.0,0.0,0,115000.0,50661.0,50661.0,0.0,13800.0,64461.0,50539.0,43.95,товар
664560461,2025-10-07 13:58:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665714708,2025-10-08 14:06:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
663401731,2025-10-06 13:53:00.000,Туалетный столик Гламур белый с подсветкой 120x45x150 см,tsi00003,884847947,product,1.0,79000.0,0.0,0,79000.0,48400.0,48400.0,0.0,9480.0,57880.0,21120.0,26.73,товар
664560565,2025-10-07 13:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660206931,2025-10-03 14:11:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665715218,2025-10-08 14:02:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667140747,2025-10-09 19:26:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
674326751,2025-10-15 19:26:00.000,"Стол компьютерный  Striker LS black, 120х60x75 см, черный",tsi00148,131433960_246199025,product,1.0,89900.0,0.0,0,89900.0,0.0,0.0,0.0,10788.0,10788.0,79112.0,88.0,не найдена
660206992,2025-10-03 14:11:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
672298795,2025-10-14 05:41:00.000,Туалетный столик Грандис белый круглый 120x45x150 см,tsi00004,695409733,product,1.0,69000.0,0.0,0,69000.0,35580.0,35580.0,0.0,8280.0,43860.0,25140.0,36.43,товар
664560637,2025-10-07 13:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666934151,2025-10-09 15:50:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667141459,2025-10-09 19:25:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665715323,2025-10-08 14:03:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664561591,2025-10-07 13:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667142530,2025-10-09 19:26:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665718126,2025-10-08 14:04:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660330679,2025-10-03 16:24:00.000,Комплект Туалетный столик Блик светло-серый с темными ящиками 130x80x36см,tsi00028,272475648,bundle,1.0,55000.0,0.0,0,55000.0,24300.0,24300.0,0.0,10631.0,34931.0,20069.0,36.49,основной товар (арт. tsi00028)
664562469,2025-10-07 13:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667144047,2025-10-09 19:25:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665718439,2025-10-08 14:06:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667146131,2025-10-09 19:26:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
669185954,2025-10-11 15:01:00.000,Туалетный столик Lux серый с черной столешницей 80x40x75см 2ЯЩ,tsi00024,805128174,product,1.0,115000.0,0.0,0,115000.0,50661.0,50661.0,0.0,13800.0,64461.0,50539.0,43.95,товар
665719057,2025-10-08 14:05:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666777813,2025-10-09 13:21:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664563365,2025-10-07 13:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665713262,2025-10-08 14:02:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666781096,2025-10-09 13:20:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
664564227,2025-10-07 14:00:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667145274,2025-10-09 19:27:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666781148,2025-10-09 13:20:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667452821,2025-10-10 05:45:00.000,Тумба прикроватная Киото 2Я бежевый 40х40x48см,tsi00017,592114013,product,1.0,60000.0,0.0,0,60000.0,29301.0,29301.0,0.0,7200.0,36501.0,23499.0,39.16,товар
667145253,2025-10-09 19:27:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665713370,2025-10-08 14:03:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660952654,2025-10-04 09:52:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667146224,2025-10-09 19:27:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666935976,2025-10-09 15:59:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
665713698,2025-10-08 14:05:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666777965,2025-10-09 13:22:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667142587,2025-10-09 19:26:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666782197,2025-10-09 13:21:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667085922,2025-10-09 18:36:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667086900,2025-10-09 18:36:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667086996,2025-10-09 18:37:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
666937056,2025-10-09 15:53:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
667089351,2025-10-09 18:35:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00146,137640051_255146512,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
660953604,2025-10-04 09:53:00.000,Ложка 30363001_004776000 розовый 1 шт,tsi00149,137640051_956085500,product,1.0,10.0,0.0,0,10.0,0.0,0.0,0.0,1.2,1.2,8.8,88.0,не найдена
