Номер заказа,Выручка,Себестоимость товаров,Доставка,Комиссия МП,ПОЛНАЯ себестоимость,НДС,Чистая прибыль,Рентабельность %,Количество товаров,Себестоимость доступна
667090303,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667091142,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667636929,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667092045,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666864966,115000.0,50661.0,0,13800.0,64461.0,0.0,50539.0,43.95,1,Да
672887890,140000.0,0.0,0,16800.0,16800.0,0.0,123200.0,88.0,1,Да
666937640,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660808069,65000.0,34218.0,0,7800.0,42018.0,0.0,22982.0,35.36,1,Да
666579632,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
WB4018504697,5103.0,12101.0,0,0.0,12101.0,0.0,-6998.0,-137.14,1,Да
666582241,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666585097,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666938125,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668039868,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664541943,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666585277,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664546541,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668040490,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666580847,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
661270193,77000.0,47000.0,0,16519.0,63519.0,0.0,13481.0,17.51,1,Да
664547409,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668042457,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
669069924,115000.0,50661.0,0,13800.0,64461.0,0.0,50539.0,43.95,1,Да
664548049,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668043213,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666939460,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668044019,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
662335964,130000.0,68436.0,0,15600.0,84036.0,0.0,45964.0,35.36,1,Да
668044165,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663760869,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
662338793,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
674373139,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
669968052,140000.0,0.0,0,16800.0,16800.0,0.0,123200.0,88.0,1,Да
659675646,77000.0,47000.0,0,9240.0,56240.0,0.0,20760.0,26.96,1,Да
668037957,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667128369,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
649970416,75000.0,47000.0,0,13031.0,60031.0,0.0,14969.0,19.96,1,Да
668038936,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666939610,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
674313163,69000.0,35580.0,0,8280.0,43860.0,0.0,25140.0,36.43,1,Да
667127437,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666815682,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
672179929,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
667676020,35100.0,20519.0,0,5891.0,26410.0,0.0,8690.0,24.76,1,Да
667129291,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660195445,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666815528,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664195482,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666813665,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666939501,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664197376,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
669324599,65000.0,0.0,0,7800.0,7800.0,0.0,57200.0,88.0,1,Да
660195574,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666813790,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
674112668,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
660192667,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
669175690,63000.0,0.0,0,7560.0,7560.0,0.0,55440.0,88.0,1,Да
658496806,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
666930485,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668075744,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671496715,120000.0,0.0,0,14400.0,14400.0,0.0,105600.0,88.0,1,Да
666006513,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666930499,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666007537,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668953169,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
671077760,54900.0,28700.0,0,8491.0,37191.0,0.0,17709.0,32.26,1,Да
666001360,77000.0,47000.0,0,16519.0,63519.0,0.0,13481.0,17.51,1,Да
668797068,115000.0,50661.0,0,13800.0,64461.0,0.0,50539.0,43.95,1,Да
666003571,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
659591615,65000.0,34218.0,0,7800.0,42018.0,0.0,22982.0,35.36,1,Да
666930715,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666010146,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
670670965,140000.0,0.0,0,16800.0,16800.0,0.0,123200.0,88.0,1,Да
670671583,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
666563735,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666566496,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666930849,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668023995,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671440702,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666567558,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668025776,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660213080,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666124212,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
668026617,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668027572,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
WB4009292149,9898.0,30213.0,0,0.0,30213.0,0.0,-20315.0,-205.24,1,Да
660968488,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666930985,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668028145,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660969332,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666797967,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668028229,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
662172434,77000.0,47000.0,0,16519.0,63519.0,0.0,13481.0,17.51,1,Да
666798987,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668028295,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666799792,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660972054,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668028407,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666800816,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660966789,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666930958,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668032136,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666800940,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660178692,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660969376,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666802582,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671125167,69000.0,35580.0,0,8280.0,43860.0,0.0,25140.0,36.43,1,Да
666802607,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666803453,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666931411,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666799866,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666804391,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671541672,77000.0,47000.0,0,9240.0,56240.0,0.0,20760.0,26.96,1,Да
WB3990067712,4935.0,12101.0,0,0.0,12101.0,0.0,-7166.0,-145.21,1,Да
666807028,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666931905,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666803572,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666887875,115000.0,50661.0,0,13800.0,64461.0,0.0,50539.0,43.95,1,Да
663407910,77000.0,47000.0,0,9240.0,56240.0,0.0,20760.0,26.96,1,Да
666803597,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660812678,41500.0,16150.0,0,6883.0,23033.0,0.0,18467.0,44.5,1,Да
673647311,120000.0,58602.0,0,14400.0,73002.0,0.0,46998.0,39.16,1,Да
664567784,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664567874,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666932279,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
669103303,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
670653843,69000.0,35580.0,0,8280.0,43860.0,0.0,25140.0,36.43,1,Да
652696186,50000.0,21200.0,0,10031.0,31231.0,0.0,18769.0,37.54,1,Да
664737721,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
670320970,115000.0,50661.0,0,13800.0,64461.0,0.0,50539.0,43.95,1,Да
666932247,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
670321992,115000.0,50661.0,0,13800.0,64461.0,0.0,50539.0,43.95,1,Да
668776608,66000.0,44934.0,0,7920.0,52854.0,0.0,13146.0,19.92,1,Да
664739773,77000.0,47000.0,0,9240.0,56240.0,0.0,20760.0,26.96,1,Да
667143831,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
WB4018352399,4521.0,12101.0,0,0.0,12101.0,0.0,-7580.0,-167.66,1,Да
664567908,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667695928,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
666932852,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664568859,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671279173,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
664569736,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668874570,79000.0,48400.0,0,9480.0,57880.0,0.0,21120.0,26.73,1,Да
666923812,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666817726,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
662604135,41500.0,16150.0,0,4980.0,21130.0,0.0,20370.0,49.08,1,Да
666925628,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666944396,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666926509,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660955658,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666927268,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660957155,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666789252,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666929063,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667093843,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660953631,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666792047,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666944362,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667096366,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666924675,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
674274897,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
666787755,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667099178,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666824023,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673685637,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666925755,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666788636,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667095639,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673685695,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
669140731,61500.0,23650.0,0,11411.0,35061.0,0.0,26439.0,42.99,1,Да
666791176,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667097482,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666944683,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673686543,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
670703119,54900.0,28700.0,0,6588.0,35288.0,0.0,19612.0,35.72,1,Да
665725115,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666820477,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666586627,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
665726266,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
WB4011800507,4747.0,12101.0,0,0.0,12101.0,0.0,-7354.0,-154.92,1,Да
658910867,79000.0,48400.0,0,9480.0,57880.0,0.0,21120.0,26.73,1,Да
664812737,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
666588715,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664549889,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
665727086,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664551784,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663394527,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666592095,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673631781,10.0,30213.0,0,1.2,30214.2,0.0,-30204.2,-302042.0,1,Да
673689184,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663395265,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666593296,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664554976,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
665727241,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667279120,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666821092,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663395332,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673689366,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667273654,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664554927,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666944502,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673634752,10.0,30213.0,0,1.2,30214.2,0.0,-30204.2,-302042.0,1,Да
665720939,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663399146,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664555687,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673637144,10.0,30213.0,0,1.2,30214.2,0.0,-30204.2,-302042.0,1,Да
663400024,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
665722667,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
670976726,65000.0,34218.0,0,7800.0,42018.0,0.0,22982.0,35.36,1,Да
665723491,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673935816,10.0,47000.0,0,1.2,47001.2,0.0,-46991.2,-469912.0,1,Да
666821578,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664555725,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668913796,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
663394765,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666821693,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667132952,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664557087,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663397463,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660201604,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667279674,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667132981,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664559042,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
663399177,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
665830999,55000.0,29301.0,0,6600.0,35901.0,0.0,19099.0,34.73,1,Да
666944575,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660202474,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
672982337,77000.0,47000.0,0,16519.0,63519.0,0.0,13481.0,17.51,1,Да
667283343,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666822636,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664551809,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667133632,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660204322,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666826154,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664552954,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667135438,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
658412290,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
667279798,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660205191,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666826174,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667137183,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664553743,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667279734,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664203633,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664553851,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
662581744,41500.0,16150.0,0,6883.0,23033.0,0.0,18467.0,44.5,1,Да
667138230,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667284606,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666945102,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664204408,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660200572,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667284551,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667135606,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667285638,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660202512,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
662140763,81000.0,49551.0,0,11623.0,61174.0,0.0,19826.0,24.48,1,Да
667137440,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667076929,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667285512,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660203683,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660203696,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667286251,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667085112,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667282464,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666945479,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
672625271,35100.0,20519.0,0,6115.0,26634.0,0.0,8466.0,24.12,1,Да
667282508,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
672284301,120000.0,0.0,0,14400.0,14400.0,0.0,105600.0,88.0,1,Да
664588940,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671357120,106431.0,75643.0,0,12771.72,88414.72,0.0,18016.28,16.93,1,Да
666014262,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666014448,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664594468,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666015180,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664594509,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666945444,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666015317,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666015635,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
664595330,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
667629664,55000.0,24300.0,0,6600.0,30900.0,0.0,24100.0,43.82,1,Да
670175904,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
666015774,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
670350824,50000.0,28700.0,0,7903.0,36603.0,0.0,13397.0,26.79,1,Да
670176656,52000.0,29301.0,0,6240.0,35541.0,0.0,16459.0,31.65,1,Да
666016058,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666016272,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666577359,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666945717,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666016299,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668038088,75000.0,48500.0,0,9000.0,57500.0,0.0,17500.0,23.33,1,Да
666574577,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668033937,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666016249,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668034681,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666575604,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666016355,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671758070,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
668039032,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666016400,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
665579597,70200.0,41038.0,0,11783.0,52821.0,0.0,17379.0,24.76,1,Да
666018078,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666571815,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666945781,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666018213,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666806749,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668037311,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
670119100,77000.0,47000.0,0,16519.0,63519.0,0.0,13481.0,17.51,1,Да
666018140,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666807820,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668038233,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666018455,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666807846,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666010742,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668039314,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666945822,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
WB4022275150,471.47,30213.0,0,0.0,30213.0,0.0,-29741.53,-6308.26,1,Да
666808798,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
672658669,79000.0,35820.0,0,9480.0,45300.0,0.0,33700.0,42.66,1,Да
666011864,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668039427,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666809437,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660184802,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666012407,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668033998,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666812201,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
660188715,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666012456,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673714161,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
668040137,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666012671,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666946181,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666807978,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666012693,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
671709079,54900.0,30213.0,0,8491.0,38704.0,0.0,16196.0,29.5,1,Да
659916463,120000.0,50661.0,0,14400.0,65061.0,0.0,54939.0,45.78,1,Да
660187734,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666807929,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666012555,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
673058104,79000.0,48500.0,0,9480.0,57980.0,0.0,21020.0,26.61,1,Да
666809615,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666012733,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666809618,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
657975543,77000.0,47000.0,0,9240.0,56240.0,0.0,20760.0,26.96,1,Да
666012852,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
666809742,10.0,0.0,0,1.2,1.2,0.0,8.8,88.0,1,Да
